date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:00:40	31661/31661	---M-Z	200	added ('OK')	text/html	etag:%227bad-5ab0291375f3f-gzip%22	https://doccure-html.dreamguystech.com/template/doctor-pending-blog.html	D:/telemedicine/doccure-html.dreamguystech.com/template/doctor-pending-blog.html	(from https://doccure-html.dreamguystech.com/template/doctor-blog.html)
16:00:40	25045/25045	---M-Z	200	added ('OK')	text/html	etag:%2261d5-5ab0291375f3f-gzip%22	https://doccure-html.dreamguystech.com/template/edit-blog.html	D:/telemedicine/doccure-html.dreamguystech.com/template/edit-blog.html	(from https://doccure-html.dreamguystech.com/template/doctor-blog.html)
16:00:42	62455/62455	---M--	200	added ('OK')	image/png	etag:%22f3f7-5ab02913720c0%22	https://doccure-html.dreamguystech.com/template/assets/img/login-banner.png	D:/telemedicine/doccure-html.dreamguystech.com/template/assets/img/login-banner.png	(from https://doccure-html.dreamguystech.com/template/doctor-register.html)
16:00:47	842605/842605	---M--	200	added ('OK')	image/svg+xml	etag:%22cdb6d-5ab0291374f9f%22	https://doccure-html.dreamguystech.com/template/assets/plugins/fontawesome/webfonts/fa-solid-900.svg	D:/telemedicine/doccure-html.dreamguystech.com/template/assets/plugins/fontawesome/webfonts/fa-solid-900.svg	(from https://doccure-html.dreamguystech.com/template/assets/plugins/fontawesome/css/all.min.css)
16:01:18	424198/424198	---M--	200	added ('OK')	image/jpeg	etag:%2267906-5ab0291370180%22	https://doccure-html.dreamguystech.com/template/assets/img/blog/blog-05.jpg	D:/telemedicine/doccure-html.dreamguystech.com/template/assets/img/blog/blog-05.jpg	(from https://doccure-html.dreamguystech.com/template/doctor-blog.html)
16:01:30	566184/566184	---M--	200	added ('OK')	image/jpeg	etag:%228a3a8-5ab0291371120%22	https://doccure-html.dreamguystech.com/template/assets/img/blog/blog-06.jpg	D:/telemedicine/doccure-html.dreamguystech.com/template/assets/img/blog/blog-06.jpg	(from https://doccure-html.dreamguystech.com/template/doctor-blog.html)
16:01:31	568049/568049	---M--	200	added ('OK')	image/jpeg	etag:%228aaf1-5ab0291371120%22	https://doccure-html.dreamguystech.com/template/assets/img/blog/blog-07.jpg	D:/telemedicine/doccure-html.dreamguystech.com/template/assets/img/blog/blog-07.jpg	(from https://doccure-html.dreamguystech.com/template/doctor-blog.html)
16:01:35	8889/8889	---M--	200	added ('OK')	image/jpeg	etag:%2222b9-5ab0291371120%22	https://doccure-html.dreamguystech.com/template/assets/img/blog/blog-thumb-01.jpg	D:/telemedicine/doccure-html.dreamguystech.com/template/assets/img/blog/blog-thumb-01.jpg	(from https://doccure-html.dreamguystech.com/template/blog-details.html)
16:01:38	9690/9690	---M--	200	added ('OK')	image/jpeg	etag:%2225da-5ab0291371120%22	https://doccure-html.dreamguystech.com/template/assets/img/blog/blog-thumb-02.jpg	D:/telemedicine/doccure-html.dreamguystech.com/template/assets/img/blog/blog-thumb-02.jpg	(from https://doccure-html.dreamguystech.com/template/blog-details.html)
16:01:38	496904/496904	---M--	200	added ('OK')	image/jpeg	etag:%2279508-5ab0291371120%22	https://doccure-html.dreamguystech.com/template/assets/img/blog/blog-08.jpg	D:/telemedicine/doccure-html.dreamguystech.com/template/assets/img/blog/blog-08.jpg	(from https://doccure-html.dreamguystech.com/template/doctor-blog.html)
